UNFRMD_S,S,RANK_SUBCA,UNFRMD_SRVC_OCCPTN_TX,J,JDL_RCRD_CHNG_DT,JDL,BLANK
 7020,A,O,Public Works & Utilities Officer,, 2000-01-12 00:00:00,JDL, 
 70A,A,O,Health Care Administration,, 2000-01-12 00:00:00,JDL, 
 70B,A,O,Health Services Administration,, 2000-01-12 00:00:00,JDL, 
 70C,A,O,Health Services Comptroller,, 2000-01-12 00:00:00,JDL, 
 70D,A,O,Health Services Systems Management,, 2000-01-12 00:00:00,JDL, 
 70E,A,O,Patient Administration,, 2000-01-12 00:00:00,JDL, 
 70F,A,O,Health Services Human Resources,, 2000-01-12 00:00:00,JDL, 
 70H,A,O,"Health Services Plans Operation Intelligence, Security & Training",, 2000-01-12 00:00:00,JDL, 
 70K,A,O,Health Services Materiel,, 2000-01-12 00:00:00,JDL, 
 710,A,O,***** Dummy Officer Entry For DMDC Matching *****,, 2000-01-12 00:00:00,JDL, 
 7110,A,O,Construction Engineer,, 2000-01-12 00:00:00,JDL, 
 711A,A,W,Personnel/Administrative Technician,, 2000-01-12 00:00:00,JDL, 
 712A,A,W,General Staff Administrative Technician,, 2000-01-12 00:00:00,JDL, 
 7130,A,O,Facilities Engineer,, 2000-01-12 00:00:00,JDL, 
 713A,A,W,Legal Administrator,, 2000-01-12 00:00:00,JDL, 
 7140,A,O,Highway Engineer,, 2000-01-12 00:00:00,JDL, 
 71A,A,O,Microbiology,, 2000-01-12 00:00:00,JDL, 
 71B,A,E,Clerk-Typist,, 2000-01-12 00:00:00,JDL, 
 71B,A,O,Biochemistry,, 2000-01-12 00:00:00,JDL, 
 71C,A,E,Executive Administrative Assistant,, 2000-01-12 00:00:00,JDL, 
 71C,A,O,Parasitology,, 2000-01-12 00:00:00,JDL, 
 71D,A,E,Legal Specialist,, 2000-01-12 00:00:00,JDL, 
 71D,A,O,Immunology,, 2000-01-12 00:00:00,JDL, 
 71E,A,E,Court Reporter,, 2000-01-12 00:00:00,JDL, 
 71E,A,O,Clinical Laboratory,, 2000-01-12 00:00:00,JDL, 
 71F,A,E,Postal Clerk,, 2000-01-12 00:00:00,JDL, 
 71F,A,O,Research Psychology,, 2000-01-12 00:00:00,JDL, 
 71G,A,E,Patient Administration Specialist,, 2000-01-12 00:00:00,JDL, 
 71L,A,E,Administrative Specialist,, 2000-01-12 00:00:00,JDL, 
 71M,A,E,Chaplain Assistant,, 2000-01-12 00:00:00,JDL, 
 71N,A,E,Traffic Management Coordinator,, 2000-01-12 00:00:00,JDL, 
 71P,A,E,Flight Operations Coordinator,, 2000-01-12 00:00:00,JDL, 
 71Q,A,E,Journalist,, 2000-01-12 00:00:00,JDL, 
 71R,A,E,Broadcast Journalist,, 2000-01-12 00:00:00,JDL, 
 71S,A,E,Attache Specialist,, 2000-01-12 00:00:00,JDL, 
 71T,A,E,Equipment Maintenance Clerk,, 2000-01-12 00:00:00,JDL, 
 71U,A,E,Card & Tape Writer,, 2000-01-12 00:00:00,JDL, 
 720,A,O,***** Dummy Officer Entry For DMDC Matching *****,, 2000-01-12 00:00:00,JDL, 
 7211,A,O,Marine Hull Maintenence Officer,, 2000-01-12 00:00:00,JDL, 
 721A,A,W,Cryptographic Technician,, 2000-01-12 00:00:00,JDL, 
 7221,A,O,Marine Engine Maintenance Officer,, 2000-01-12 00:00:00,JDL, 
 7240,A,O,Port & Dock Construction Engineer,, 2000-01-12 00:00:00,JDL, 
 7242,A,O,Marine Diver,, 2000-01-12 00:00:00,JDL, 
 72A,A,O,Nuclear Medical Science,, 2000-01-12 00:00:00,JDL, 
 72B,A,E,Communications Center Specialist,, 2000-01-12 00:00:00,JDL, 
 72B,A,O,Entomology,, 2000-01-12 00:00:00,JDL, 
 72C,A,E,Central Office Switchboard Operator,, 2000-01-12 00:00:00,JDL, 
 72C,A,O,Audiology,, 2000-01-12 00:00:00,JDL, 
 72D,A,E,Cryptographic Center Specialist,, 2000-01-12 00:00:00,JDL, 
 72D,A,O,Environmental Science,, 2000-01-12 00:00:00,JDL, 
 72E,A,E,Tactical Telecommunications Center Operator,, 2000-01-12 00:00:00,JDL, 
 72E,A,O,Sanitary Engineer,, 2000-01-12 00:00:00,JDL, 
 72F,A,E,Data Communications Center Specialist,, 2000-01-12 00:00:00,JDL, 
 72G,A,E,Automatic Data Telecommunications Operator,, 2000-01-12 00:00:00,JDL, 
 72H,A,E,Central Office Operations Operator,, 2000-01-12 00:00:00,JDL, 
 730,A,O,***** Dummy Officer Entry For DMDC Matching *****,, 2000-01-12 00:00:00,JDL, 
 7300,A,O,Chemical Engineer,, 2000-01-12 00:00:00,JDL, 
 7312,A,O,Physicist,, 2000-01-12 00:00:00,JDL, 
 7314,A,O,Chemical Staff Officer,, 2000-01-12 00:00:00,JDL, 
 7315,A,O,Chemical Combat Service Support Officer,, 2000-01-12 00:00:00,JDL, 
 7317,A,O,Metallurgist,, 2000-01-12 00:00:00,JDL, 
 7318,A,O,Organic Chemist,, 2000-01-12 00:00:00,JDL, 
 7319,A,O,Chemist,, 2000-01-12 00:00:00,JDL, 
 7320,A,O,Munitions Production Officer,, 2000-01-12 00:00:00,JDL, 
 7330,A,O,Nuclear Weapons Effects Officer,, 2000-01-12 00:00:00,JDL, 
 7360,A,O,Chemical Munitions Development Officer,, 2000-01-12 00:00:00,JDL, 
 73A,A,O,Social Work,, 2000-01-12 00:00:00,JDL, 
 73B,A,O,Clinical Psychology,, 2000-01-12 00:00:00,JDL, 
 73C,A,E,Finance Specialist,, 2000-01-12 00:00:00,JDL, 
 73D,A,E,Accounting Specialist,, 2000-01-12 00:00:00,JDL, 
 73Z,A,E,Finance Senior Sergeant,, 2000-01-12 00:00:00,JDL, 
 740,A,O,***** Dummy Officer Entry For DMDC Matching *****,, 2000-01-12 00:00:00,JDL, 
 741A,A,W,Data Processing Technician,, 2000-01-12 00:00:00,JDL, 
 741B,A,W,"Data Processing Technician, PCM",, 2000-01-12 00:00:00,JDL, 
 741C,A,W,"Data Processing Technician, ADPS",, 2000-01-12 00:00:00,JDL, 
 741D,A,W,"Data Processing Technician, Programmer",, 2000-01-12 00:00:00,JDL, 
 741E,A,W,Telecommunications Automation Software Technician,, 2000-01-12 00:00:00,JDL, 
 7421,A,O,Production Engineer,, 2000-01-12 00:00:00,JDL, 
 7422,A,O,Safety Engineer,, 2000-01-12 00:00:00,JDL, 
 7423,A,O,Aviation Safety Officer,, 2000-01-12 00:00:00,JDL, 
 7424,A,O,Experimental Test Pilot,, 2000-01-12 00:00:00,JDL, 
 74A,A,O,"Chemical, General",, 2000-01-12 00:00:00,JDL, 
 74B,A,E,Information Systems Operator-Analyst,, 2000-01-12 00:00:00,JDL, 
 74B,A,O,Chemical Operations and Training,, 2000-01-12 00:00:00,JDL, 
 74C,A,E,Telecommunications Operator-Maintainer,, 2000-01-12 00:00:00,JDL, 
 74C,A,O,Chemical Munitions and Materiel Management,, 2000-01-12 00:00:00,JDL, 
 74D,A,E,Information System Operator,, 2000-01-12 00:00:00,JDL, 
 74E,A,E,Computer Systems Operator,, 2000-01-12 00:00:00,JDL, 
 74F,A,E,Software Analyst,, 2000-01-12 00:00:00,JDL, 
 74G,A,E,Telecommunications Computer Operator-Maintainer,, 2000-01-12 00:00:00,JDL, 
 74Z,A,E,Information Systems Chief,, 2000-01-12 00:00:00,JDL, 
 750,A,O,***** Dummy Officer Entry For DMDC Matching *****,, 2000-01-12 00:00:00,JDL, 
 7500,A,O,Mechanical Engineer,, 2000-01-12 00:00:00,JDL, 
 7501,A,O,Aeronautical Engineer,, 2000-01-12 00:00:00,JDL, 
 7502,A,O,Air Conditioning & Refrigeration Engineer,, 2000-01-12 00:00:00,JDL, 
 75A,A,O,Field Veterinary Service,, 2000-01-12 00:00:00,JDL, 
 75B,A,E,Personnel Administration Specialist,, 2000-01-12 00:00:00,JDL, 
 75B,A,O,Veterinary Preventive Medicine,, 2000-01-12 00:00:00,JDL, 
 75C,A,E,Personnel Management Specialist,, 2000-01-12 00:00:00,JDL, 
 75C,A,O,Veterinary Laboratory Animal Medicine,, 2000-01-12 00:00:00,JDL, 
 75D,A,E,Personnel Records Specialist,, 2000-01-12 00:00:00,JDL, 
 75D,A,O,Veterinary Pathology,, 2000-01-12 00:00:00,JDL, 
 75E,A,E,Personnel Actions Specialist,, 2000-01-12 00:00:00,JDL, 
 75E,A,O,Veterinary Microbiology,, 2000-01-12 00:00:00,JDL, 
 75F,A,E,Personnel Information Systems Management Specialist,, 2000-01-12 00:00:00,JDL, 
 75F,A,O,Veterinary Comparative Medicine,, 2000-01-12 00:00:00,JDL, 
 75H,A,E,Personnel Services Specialist,, 2000-01-12 00:00:00,JDL, 
 75Z,A,E,Personnel Sergeant,, 2000-01-12 00:00:00,JDL, 
 760,A,O,***** Dummy Officer Entry For DMDC Matching *****,, 2000-01-12 00:00:00,JDL, 
 7601,A,O,Electronics Engineer,, 2000-01-12 00:00:00,JDL, 
 7611,A,O,Electrical Engineer,, 2000-01-12 00:00:00,JDL, 
 761A,A,W,General Supply Technician,, 2000-01-12 00:00:00,JDL, 
 762A,A,W,Support Supply Technician,, 2000-01-12 00:00:00,JDL, 
 76A,A,E,Supplyman,, 2000-01-12 00:00:00,JDL, 
 76A,A,O,Armament Materiel Management Officer,, 2000-01-12 00:00:00,JDL, 
 76C,A,E,Equipment Records & Parts Specialist,, 2000-01-12 00:00:00,JDL, 
 76D,A,E,Materiel Supply Specialist,, 2000-01-12 00:00:00,JDL, 
 76J,A,E,Medical Supply Specialist,, 2000-01-12 00:00:00,JDL, 
 76N,A,E,Procurement Sergeant,, 2000-01-12 00:00:00,JDL, 
 76P,A,E,Materiel Control & Accounting Specialist,, 2000-01-12 00:00:00,JDL, 
 76Q,A,E,Special Purpose Materiel Supply Specialist,, 2000-01-12 00:00:00,JDL, 
 76R,A,E,Weapons Material Supply Specialist,, 2000-01-12 00:00:00,JDL, 
 76S,A,E,Vehicle Materiel Supply Specialist,, 2000-01-12 00:00:00,JDL, 
 76T,A,E,Aircraft Materiel Supply Specialist,, 2000-01-12 00:00:00,JDL, 
 76U,A,E,Communications Electronics (COMMEL) Materiel Supply Specialist,, 2000-01-12 00:00:00,JDL, 
 76V,A,E,Materiel Storage & Handling Specialist,, 2000-01-12 00:00:00,JDL, 
 76W,A,E,Petroleum Supply Specialist,, 2000-01-12 00:00:00,JDL, 
 76X,A,E,Subsistence Supply Specialist,, 2000-01-12 00:00:00,JDL, 
 76Y,A,E,Unit Supply Specialist,, 2000-01-12 00:00:00,JDL, 
 76Z,A,E,Senior Supply/Service Sergeant,, 2000-01-12 00:00:00,JDL, 
 7750,A,O,Communications Electronics Systems Engineer,, 2000-01-12 00:00:00,JDL, 
 77A,A,O,Tank/Ground Mobility Materiel Management Officer,, 2000-01-12 00:00:00,JDL, 
 77B,A,O,Tank-Automotive Materiel Management Officer,, 2000-01-12 00:00:00,JDL, 
 77C,A,O,Ground Support Materiel Management Officer,, 2000-01-12 00:00:00,JDL, 
 77D,A,O,Motor Officer,, 2000-01-12 00:00:00,JDL, 
 77F,A,E,Petroleum Supply Specialist,, 2000-01-12 00:00:00,JDL, 
 77L,A,E,Petroleum Laboratory Specialist,, 2000-01-12 00:00:00,JDL, 
 77W,A,E,Water Treatment Specialist,, 2000-01-12 00:00:00,JDL, 
 7860,A,O,Radio Engineer,, 2000-01-12 00:00:00,JDL, 
 7881,A,O,Radio Frequency Engineering Officer,, 2000-01-12 00:00:00,JDL, 
 7899,A,O,Public Communications Officer,, 2000-01-12 00:00:00,JDL, 
 7900,A,O,Civil Engineer,, 2000-01-12 00:00:00,JDL, 
 7902,A,O,Soils Engineer,, 2000-01-12 00:00:00,JDL, 
 7915,A,O,Topographic Engineer,, 2000-01-12 00:00:00,JDL, 
 7922,A,O,Railway Construction Engineer,, 2000-01-12 00:00:00,JDL, 
 7930,A,O,Petroleum Engineer,, 2000-01-12 00:00:00,JDL, 
 7932,A,O,Pipeline Engineer,, 2000-01-12 00:00:00,JDL, 
 7940,A,O,Geologist,, 2000-01-12 00:00:00,JDL, 
 7960,A,O,Sanitary Engineer,, 2000-01-12 00:00:00,JDL, 
 79D,A,E,Reenlistment NCO,, 2000-01-12 00:00:00,JDL, 
 79R,A,E,Recruiter,, 2000-01-12 00:00:00,JDL, 
 79S,A,E,Career Counselor,, 2000-01-12 00:00:00,JDL, 
 79T,A,E,Recruiting and Retention NCO (Army National Guard of the United States),, 2000-01-12 00:00:00,JDL, 
 8000,A,O,Civil Affairs Agricultural Officer,, 2000-01-12 00:00:00,JDL, 
 810,A,O,***** Dummy Officer Entry For DMDC Matching *****,, 2000-01-12 00:00:00,JDL, 
 8101,A,O,Legal Officer,, 2000-01-12 00:00:00,JDL, 
 8102,A,O,"Military Judge, Trial & Appellate Level",, 2000-01-12 00:00:00,JDL, 
 8103,A,O,Judge Advocate or Judge Advocate General,, 2000-01-12 00:00:00,JDL, 
 8104,A,O,Civil Government Officer,, 2000-01-12 00:00:00,JDL, 
 8105,A,O,"Civil Affairs Officer (G5, S5)",, 2000-01-12 00:00:00,JDL, 
 811A,A,W,Photomapping Technician,, 2000-01-12 00:00:00,JDL, 
 8130,A,O,Patent Lawyer,, 2000-01-12 00:00:00,JDL, 
 81A,A,E,General Draftsman,, 2000-01-12 00:00:00,JDL, 
 81A,A,O,Petroleum Management Officer,, 2000-01-12 00:00:00,JDL, 
 81B,A,E,Technical Drafting Specialist,, 2000-01-12 00:00:00,JDL, 
 81C,A,E,Cartographer,, 2000-01-12 00:00:00,JDL, 
 81E,A,E,Illustrator,, 2000-01-12 00:00:00,JDL, 
 81L,A,E,Lithographer,, 2000-01-12 00:00:00,JDL, 
 81Q,A,E,Terrain Analyst,, 2000-01-12 00:00:00,JDL, 
 81T,A,E,Topographic Analyst,, 2000-01-12 00:00:00,JDL, 
 81Z,A,E,Topographic Engineering Supervisor,, 2000-01-12 00:00:00,JDL, 
 8204,A,O,Meteorologist,, 2000-01-12 00:00:00,JDL, 
 821A,A,W,Survey Technician,, 2000-01-12 00:00:00,JDL, 
 82A,A,E,Rodman & Tapeman,, 2000-01-12 00:00:00,JDL, 
 82A,A,O,Subsistence Supply Officer,, 2000-01-12 00:00:00,JDL, 
 82B,A,E,Construction Surveyor,, 2000-01-12 00:00:00,JDL, 
 82B,A,O,Subsistence Officer,, 2000-01-12 00:00:00,JDL, 
 82C,A,E,Field Artillery Surveyor,, 2000-01-12 00:00:00,JDL, 
 82C,A,O,Food Service Officer,, 2000-01-12 00:00:00,JDL, 
 82D,A,E,Topographic Surveyor,, 2000-01-12 00:00:00,JDL, 
 82D,A,O,Commissary Management Officer,, 2000-01-12 00:00:00,JDL, 
 82E,A,E,Topographic Computer,, 2000-01-12 00:00:00,JDL, 
 830,A,O,***** Dummy Officer Entry For DMDC Matching *****,, 2000-01-12 00:00:00,JDL, 
 8311,A,O,Geographer,, 2000-01-12 00:00:00,JDL, 
 833A,A,W,Reproduction Technician,, 2000-01-12 00:00:00,JDL, 
 83A,A,O,"General Troop Support Materiel Management Officer, General",, 2000-01-12 00:00:00,JDL, 
 83B,A,O,General Troop Support Materiel Management Officer,, 2000-01-12 00:00:00,JDL, 
 83C,A,O,Parachute Maintenance & Aerial Supply Officer,, 2000-01-12 00:00:00,JDL, 
 83D,A,E,Process Photographer,, 2000-01-12 00:00:00,JDL, 
 83E,A,E,Photo & Layout Specialist,, 2000-01-12 00:00:00,JDL, 
 83F,A,E,Printing and Bindery Specialist,, 2000-01-12 00:00:00,JDL, 
 83Z,A,E,Photolithography Chief,, 2000-01-12 00:00:00,JDL, 
 8400,A,O,Physical Anthropologist,, 2000-01-12 00:00:00,JDL, 
 841A,A,W,Terrain Analysis Technician,, 2000-01-12 00:00:00,JDL, 
 8430,A,O,Research Psychologist,, 2000-01-12 00:00:00,JDL, 
 84B,A,E,Still Photographic Specialist,, 2000-01-12 00:00:00,JDL, 
 84C,A,E,Motion Picture Specialist,, 2000-01-12 00:00:00,JDL, 
 84D,A,E,Audio Specialist,, 2000-01-12 00:00:00,JDL, 
 84E,A,E,Television Cameraman,, 2000-01-12 00:00:00,JDL, 
 84F,A,E,Audio/Television Specialist,, 2000-01-12 00:00:00,JDL, 
 84G,A,E,Photographic Laboratory Specialist,, 2000-01-12 00:00:00,JDL, 
 84T,A,E,TV/Radio Broadcast Operations Chief,, 2000-01-12 00:00:00,JDL, 
 84Z,A,E,Public Affairs Chief,, 2000-01-12 00:00:00,JDL, 
 8500,A,O,Pictorial Unit Commander,, 2000-01-12 00:00:00,JDL, 
 8510,A,O,Pictorial Officer,, 2000-01-12 00:00:00,JDL, 
 8511,A,O,Motion Picture & TV Director,, 2000-01-12 00:00:00,JDL, 
 8521,A,O,Motion Picture or TV Writer,, 2000-01-12 00:00:00,JDL, 
 8530,A,O,Audio-Visual Instructional Technology Officer,, 2000-01-12 00:00:00,JDL, 
 85A,A,O,"Transportation, General",, 2000-01-12 00:00:00,JDL, 
 860,A,O,***** Dummy Officer Entry For DMDC Matching *****,, 2000-01-12 00:00:00,JDL, 
 8605,A,O,Arts-Monuments Officer,, 2000-01-12 00:00:00,JDL, 
 86A,A,O,Traffic Management Officer,, 2000-01-12 00:00:00,JDL, 
 8700,A,O,Operations Research/Systems Analysis (OR/SA) Officer,, 2000-01-12 00:00:00,JDL, 
 87A,A,O,Marine & Terminal Operations Officer,, 2000-01-12 00:00:00,JDL, 
 87B,A,O,Cargo Officer,, 2000-01-12 00:00:00,JDL, 
 87C,A,O,Dredge Officer,, 2000-01-12 00:00:00,JDL, 
 87D,A,O,Dredge Engineering Officer,, 2000-01-12 00:00:00,JDL, 
 87E,A,O,Marine Materiel Management Officer,, 2000-01-12 00:00:00,JDL, 
 880,A,Left Blank,Unknown,, 2000-01-12 00:00:00,JDL, 
 880A,A,W,Marine Deck Officer,, 2000-01-12 00:00:00,JDL, 
 881,A,Left Blank,Unknown,, 2000-01-12 00:00:00,JDL, 
 881A,A,W,Marine Engineering Officer,, 2000-01-12 00:00:00,JDL, 
 88A,A,O,"Transportation, General",, 2000-01-12 00:00:00,JDL, 
 88B,A,O,Traffic Management,, 2000-01-12 00:00:00,JDL, 
 88C,A,O,Marine and Terminal Operations,, 2000-01-12 00:00:00,JDL, 
 88D,A,O,Motor/Rail Transportation,, 2000-01-12 00:00:00,JDL, 
 88E,A,O,Transportation Management,, 2000-01-12 00:00:00,JDL, 
 88F,A,O,Railway Supply Management Officer,, 2000-01-12 00:00:00,JDL, 
 88H,A,E,Cargo Specialist,, 2000-01-12 00:00:00,JDL, 
 88K,A,E,Watercraft Operator,, 2000-01-12 00:00:00,JDL, 
 88L,A,E,Watercraft Engineer,, 2000-01-12 00:00:00,JDL, 
 88M,A,E,Motor Transport Operator,, 2000-01-12 00:00:00,JDL, 
 88N,A,E,Traffic Management Coordinatior,, 2000-01-12 00:00:00,JDL, 
 88P,A,E,Railway Equipment Repairer (Reserve Forces),, 2000-01-12 00:00:00,JDL, 
 88Q,A,E,Railway Car Repairer (Reserve Forces),, 2000-01-12 00:00:00,JDL, 
 88R,A,E,Airbrake Repairer (Reserve Forces),, 2000-01-12 00:00:00,JDL, 
 88S,A,E,Locomotive Electrician (Reserve Forces),, 2000-01-12 00:00:00,JDL, 
 88T,A,E,Railway Section Repairer (Reserve Forces),, 2000-01-12 00:00:00,JDL, 
 88U,A,E,Railway Operations Crewmember (Reserve Forces),, 2000-01-12 00:00:00,JDL, 
 88V,A,E,Train Crewmember (Reserve Forces),, 2000-01-12 00:00:00,JDL, 
 88W,A,E,Railway Movement Coordinator (Reserve Forces),, 2000-01-12 00:00:00,JDL, 
 88X,A,E,Railway Senior Sergeant (Reserve Forces),, 2000-01-12 00:00:00,JDL, 
 88Y,A,E,Marine Senior Sergeant,, 2000-01-12 00:00:00,JDL, 
 88Z,A,E,Transportation Senior Sergeant,, 2000-01-12 00:00:00,JDL, 
 9000,A,O,Public Safety Officer,, 2000-01-12 00:00:00,JDL, 
 90A,A,O,Logistics,, 2000-01-12 00:00:00,JDL, 
 910,A,O,***** Dummy Officer Entry For DMDC Matching *****,, 2000-01-12 00:00:00,JDL, 
 9100,A,O,Provost Marshal,, 2000-01-12 00:00:00,JDL, 
 910A,A,W,Ammunition Warrant Officer,, 2000-01-12 00:00:00,JDL, 
 9110,A,O,Military Police Officer,, 2000-01-12 00:00:00,JDL, 
 911A,A,W,Nuclear Weapons Technician,, 2000-01-12 00:00:00,JDL, 
 912,A,Left Blank,Unknown,, 2000-01-12 00:00:00,JDL, 
 9121,A,O,Correctional Officer,, 2000-01-12 00:00:00,JDL, 
 912A,A,W,Land Combat Missile Systems Repair Technician,, 2000-01-12 00:00:00,JDL, 
 913,A,Left Blank,Unknown,, 2000-01-12 00:00:00,JDL, 
 913A,A,W,Armament Repair Technician,, 2000-01-12 00:00:00,JDL, 
 914,A,Left Blank,Unknown,, 2000-01-12 00:00:00,JDL, 
 914A,A,W,Allied Trades Technician,, 2000-01-12 00:00:00,JDL, 
 915,A,Left Blank,Unknown,, 2000-01-12 00:00:00,JDL, 
 9150,A,O,Criminal Investigation Officer,, 2000-01-12 00:00:00,JDL, 
 915A,A,W,Unit Maintenance Officer,, 2000-01-12 00:00:00,JDL, 
 915B,A,W,Light Systems Maintenance Technician,, 2000-01-12 00:00:00,JDL, 
 915C,A,W,Field Artillery Maintenance Technician,, 2000-01-12 00:00:00,JDL, 
 915D,A,W,Unit Maintenance Technician (Heavy),, 2000-01-12 00:00:00,JDL, 
 915E,A,W,Support Maintenance Officer,, 2000-01-12 00:00:00,JDL, 
 916,A,Left Blank,Unknown,, 2000-01-12 00:00:00,JDL, 
 916A,A,W,High-to-Medium Altitude Air Defense (HIMAD) DS/GS Maintenance Tech,, 2000-01-12 00:00:00,JDL, 
 917,A,Left Blank,Unknown,, 2000-01-12 00:00:00,JDL, 
 917A,A,W,Maneuver Forces Air Defense Systems (MFADS) Technician,, 2000-01-12 00:00:00,JDL, 
 918,A,Left Blank,Unknown,, 2000-01-12 00:00:00,JDL, 
 918A,A,W,TMDE Maintenance Support,, 2000-01-12 00:00:00,JDL, 
 918B,A,W,Electronic Systems Maintenance Warrant Officer,, 2000-01-12 00:00:00,JDL, 
 919,A,Left Blank,Unknown,, 2000-01-12 00:00:00,JDL, 
 919A,A,W,Engineer Equipment Repair,, 2000-01-12 00:00:00,JDL, 
 91A,A,E,Medical Equipment Repairer,, 2000-01-12 00:00:00,JDL, 
 91A,A,O,"Ordnance, General",, 2000-01-12 00:00:00,JDL, 
 91B,A,E,Medical Specialist,, 2000-01-12 00:00:00,JDL, 
 91B,A,O,Maintenance Management,, 2000-01-12 00:00:00,JDL, 
 91B  N3,A,E,Occupational Therapy Specialist,, 2000-01-12 00:00:00,JDL, 
 91B  N9,A,E,Physical Therapy Specialist,, 2000-01-12 00:00:00,JDL, 
 91B  P1,A,E,Orthopedic Specialist,, 2000-01-12 00:00:00,JDL, 
 91B  P2,A,E,"Ear, Nose and Throat Specialist",, 2000-01-12 00:00:00,JDL, 
 91B  P3,A,E,Eye Specialist,, 2000-01-12 00:00:00,JDL, 
 91B  Y6,A,E,Cariovascular Specialist,, 2000-01-12 00:00:00,JDL, 
 91C,A,E,Practical Nurse,, 2000-01-12 00:00:00,JDL, 
 91C,A,O,Missile/Electronics Materiel Management,, 2000-01-12 00:00:00,JDL, 
 91D,A,E,Operating Room Specialist,, 2000-01-12 00:00:00,JDL, 
 91D,A,O,Munitions Materiel Management,, 2000-01-12 00:00:00,JDL, 
 91E,A,E,Dental Specialist,, 2000-01-12 00:00:00,JDL, 
 91E,A,O,Explosive Ordnance Disposal,, 2000-01-12 00:00:00,JDL, 
 91E  N5,A,E,Dental Laboratory Specialist,, 2000-01-12 00:00:00,JDL, 
 91F,A,E,Psychiatric Specialist,, 2000-01-12 00:00:00,JDL, 
 91G,A,E,Behavioral Science Specialist,, 2000-01-12 00:00:00,JDL, 
 91H,A,E,Orthopedic Specialist,, 2000-01-12 00:00:00,JDL, 
 91J,A,E,Physical Therapy Specialist,, 2000-01-12 00:00:00,JDL, 
 91K,A,E,Medical Laboratory Specialist,, 2000-01-12 00:00:00,JDL, 
 91K  M2,A,E,Cytology Specialist,, 2000-01-12 00:00:00,JDL, 
 91K  M4,A,E,Blood Donor Center Operations,, 2000-01-12 00:00:00,JDL, 
 91K  P9,A,E,Biological Sciences Assistant,, 2000-01-12 00:00:00,JDL, 
 91L,A,E,Occupational Therapy Specialist,, 2000-01-12 00:00:00,JDL, 
 91M,A,E,Hospital Food Service Specialist,, 2000-01-12 00:00:00,JDL, 
 91N,A,E,Cardiac Specialist,, 2000-01-12 00:00:00,JDL, 
 91P,A,E,Radiology Specialist,, 2000-01-12 00:00:00,JDL, 
 91P  M5,A,E,Nuclear Medicine Specialist,, 2000-01-12 00:00:00,JDL, 
 91Q,A,E,Pharmacy Specialist,, 2000-01-12 00:00:00,JDL, 
 91Q  Y7,A,E,Sterile Pharmacy Specialist,, 2000-01-12 00:00:00,JDL, 
 91R,A,E,Veterinary Food Inspection Specialist,, 2000-01-12 00:00:00,JDL, 
 91S,A,E,Preventive Medicine Specialist,, 2000-01-12 00:00:00,JDL, 
 91S  N4,A,E,Health Physics Specialist,, 2000-01-12 00:00:00,JDL, 
 91T,A,E,Animal Care Specialist,, 2000-01-12 00:00:00,JDL, 
 91U,A,E,"Ear, Nose, & Throat (ENT) Specialist",, 2000-01-12 00:00:00,JDL, 
 91V,A,E,Respiratory Specialist,, 2000-01-12 00:00:00,JDL, 
 91W,A,E,Nuclear Medicine Specialist,, 2000-01-12 00:00:00,JDL, 
 91X,A,E,Mental Health Specialist,, 2000-01-12 00:00:00,JDL, 
 91Y,A,E,Eye Specialist,, 2000-01-12 00:00:00,JDL, 
 91Z,A,E,Medical Senior Sergeant,, 2000-01-12 00:00:00,JDL, 
 920,A,Left Blank,Unknown,, 2000-01-12 00:00:00,JDL, 
 920A,A,W,Property Accounting Technician,, 2000-01-12 00:00:00,JDL, 
 920B,A,W,Supply Systems Technician,, 2000-01-12 00:00:00,JDL, 
 921,A,Left Blank,Unknown,, 2000-01-12 00:00:00,JDL, 
 921A,A,W,Airdrop Systems Technician,, 2000-01-12 00:00:00,JDL, 
 922,A,Left Blank,Unknown,, 2000-01-12 00:00:00,JDL, 
 9224,A,O,Explosive Ordnance Disposal Officer,, 2000-01-12 00:00:00,JDL, 
 922A,A,W,Food Service Technician,, 2000-01-12 00:00:00,JDL, 
 92A,A,E,Automated Logistical Specialist,, 2000-01-12 00:00:00,JDL, 
 92A,A,O,"Quartermaster, General",, 2000-01-12 00:00:00,JDL, 
 92B,A,E,Medical Laboratory Specialist,, 2000-01-12 00:00:00,JDL, 
 92B,A,O,Supply and Materiel Management,, 2000-01-12 00:00:00,JDL, 
 92C,A,E,Petroleum Laboratory Specialist,, 2000-01-12 00:00:00,JDL, 
 92C,A,O,Laundry & Bath Officer,, 2000-01-12 00:00:00,JDL, 
 92D,A,E,Chemical Laboratory Specialist,, 2000-01-12 00:00:00,JDL, 
 92D,A,O,Aerial Delivery & Materiel,, 2000-01-12 00:00:00,JDL, 
 92E,A,E,Cytology Specialist,, 2000-01-12 00:00:00,JDL, 
 92E,A,O,Memorial Activities Officer,, 2000-01-12 00:00:00,JDL, 
 92F,A,O,Petroleum and Water,, 2000-01-12 00:00:00,JDL, 
 92G,A,E,Food Service Specialist,, 2000-01-12 00:00:00,JDL, 
 92G,A,O,Subsistence,, 2000-01-12 00:00:00,JDL, 
 92M,A,E,Mortuary Affairs Specialist,, 2000-01-12 00:00:00,JDL, 
 92R,A,E,Parachute Rigger,, 2000-01-12 00:00:00,JDL, 
 92Y,A,E,Unit Supply Specialit,, 2000-01-12 00:00:00,JDL, 
